INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
264657997,03/06/2023,21:13:00,BRONX,OUTSIDE,47,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1023888,266681,40.898562,-73.856618,POINT (-73.856618 40.898562)
262328362,01/22/2023,14:14:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1007938,250692,40.854737,-73.914371,POINT (-73.914371 40.854737)
262334288,01/21/2023,21:17:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1003231,167629,40.626762,-73.931618,POINT (-73.931618 40.626762)
262586366,01/26/2023,18:23:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1011203,174514,40.645639,-73.902874,POINT (-73.902874 40.645639)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,N,25-44,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1011755,250279,,,
262318300,01/21/2023,17:52:00,BRONX,OUTSIDE,43,0,VEHICLE,(null),N,<18,M,WHITE HISPANIC,<18,M,BLACK,1017372,238522,40.82130126,-73.88032931,POINT (-73.88032931 40.82130126)
263429756,02/10/2023,18:20:00,QUEENS,OUTSIDE,103,0,STREET,(null),N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1045929,197772,40.709302,-73.777523,POINT (-73.777523 40.709302)
262747864,01/30/2023,02:10:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1006242,255488,40.867904,-73.920484,POINT (-73.920484 40.867904)
263692953,02/15/2023,06:00:00,QUEENS,OUTSIDE,110,0,DWELLING,PVT HOUSE,N,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1025013,212350,40.749434,-73.852878,POINT (-73.852878 40.749434)
262145579,01/18/2023,22:18:00,QUEENS,OUTSIDE,115,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE HISPANIC,1017696,213763,40.753346,-73.87928,POINT (-73.87928 40.753346)
265354390,03/19/2023,01:48:00,BRONX,OUTSIDE,48,0,STREET,SOCIAL CLUB/POLICY LOCATI,Y,(null),(null),(null),18-24,M,BLACK,1015448,250935,40.855379,-73.88722,POINT (-73.88722 40.855379)
264206295,02/25/2023,00:55:00,BROOKLYN,INSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,F,BLACK,1012777,182476,40.667487,-73.897168,POINT (-73.897168 40.667487)
261437903,01/05/2023,15:51:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1007941,179784,40.660111,-73.914608,POINT (-73.914608 40.660111)
262395464,01/23/2023,11:50:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1000558,231080,,,
265124476,03/14/2023,12:50:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,1001068,233533,40.80765394,-73.93924858,POINT (-73.93924858 40.80765394)
263529053,02/13/2023,00:35:00,STATEN ISLAND,OUTSIDE,121,0,STREET,FAST FOOD,N,18-24,M,WHITE,25-44,M,BLACK,943240,167018,40.625009,-74.147734,POINT (-74.147734 40.625009)
265350047,03/19/2023,12:30:00,QUEENS,OUTSIDE,111,0,STREET,(null),N,(null),(null),(null),45-64,F,ASIAN / PACIFIC ISLANDER,1053802,212617,40.749988,-73.748972,POINT (-73.748972 40.749988)
265730084,03/27/2023,08:15:00,BRONX,OUTSIDE,40,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1010515,236824,40.816666,-73.905107,POINT (-73.905107 40.816666)
262673445,01/29/2023,04:30:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1012510,249959,40.852712,-73.897846,POINT (-73.897846 40.852712)
264075661,02/22/2023,16:55:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1004343,243407,40.834751,-73.927388,POINT (-73.927388 40.834751)
264250139,02/26/2023,04:00:00,QUEENS,OUTSIDE,100,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1033851,152220,40.584346,-73.821423,POINT (-73.821423 40.584346)
265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,F,BLACK,1002297,175828,40.649267,-73.934961,POINT (-73.934961 40.649267)
265584227,03/23/2023,22:10:00,BRONX,OUTSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),25-44,M,BLACK HISPANIC,1023214,259205,40.878047,-73.859101,POINT (-73.859101 40.878047)
265698001,03/26/2023,21:04:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,18-24,M,BLACK,18-24,M,BLACK,998922,235604,40.813343,-73.946995,POINT (-73.946995 40.813343)
265303128,03/18/2023,03:45:00,QUEENS,OUTSIDE,102,0,OTHER,HOSPITAL,N,(null),(null),(null),25-44,M,BLACK,1030953,194101,,,
264657996,03/06/2023,19:50:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,986638,193879,40.69883,-73.991388,POINT (-73.991388 40.69883)
262747865,01/30/2023,18:25:00,BROOKLYN,OUTSIDE,62,0,STREET,(null),N,(null),(null),(null),25-44,M,WHITE,990307,159870,40.605481,-73.978186,POINT (-73.978186 40.605481)
262067875,01/17/2023,20:48:00,QUEENS,OUTSIDE,101,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1053470,160236,40.606219,-73.75071,POINT (-73.75071 40.606219)
263189901,02/07/2023,09:00:00,BRONX,OUTSIDE,42,0,STREET,COMMERCIAL BLDG,Y,25-44,M,BLACK,25-44,M,BLACK,1009186,241383,40.829182,-73.909895,POINT (-73.909895 40.829182)
262145576,01/18/2023,22:50:00,QUEENS,OUTSIDE,114,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK HISPANIC,1002576,221583,40.774853,-73.933831,POINT (-73.933831 40.774853)
262699984,01/29/2023,23:50:00,BROOKLYN,OUTSIDE,84,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),45-64,M,BLACK,988740,194815,40.701399,-73.983806,POINT (-73.983806 40.701399)
264775620,03/09/2023,01:40:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1013740,254095,40.864058,-73.89338,POINT (-73.89338 40.864058)
263078583,02/05/2023,14:00:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,JEWELRY STORE,N,45-64,M,WHITE HISPANIC,18-24,M,WHITE,981629,174612,40.645947,-74.009444,POINT (-74.009444 40.645947)
262808152,01/31/2023,21:15:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK,<18,M,BLACK,1008949,180854,40.663046,-73.910971,POINT (-73.910971 40.663046)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,BLACK,989926,192765,40.695772,-73.979528,POINT (-73.979528 40.695772)
262673444,01/28/2023,01:03:00,MANHATTAN,INSIDE,5,1,TRANSIT,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,983728,201372,40.71939629,-74.00188311,POINT (-74.00188311 40.71939629)
265618360,03/24/2023,13:30:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1009486,243711,40.83557,-73.9088,POINT (-73.9088 40.83557)
265988196,03/31/2023,15:30:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,M,BLACK,1013181,183137,40.669299,-73.895709,POINT (-73.895709 40.669299)
262882569,02/01/2023,19:00:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,COMMERCIAL BLDG,N,(null),(null),(null),25-44,M,BLACK,1021156,185782,40.676531,-73.866944,POINT (-73.866944 40.676531)
264617752,03/03/2023,23:20:00,MANHATTAN,INSIDE,19,0,COMMERCIAL,GROCERY/BODEGA,Y,25-44,M,BLACK,65+,M,ASIAN / PACIFIC ISLANDER,996654,221680,40.775129,-73.955214,POINT (-73.955214 40.775129)
264689064,03/07/2023,14:18:00,BROOKLYN,INSIDE,72,0,COMMERCIAL,GROCERY/BODEGA,N,18-24,M,BLACK,18-24,M,BLACK,982942,177558,40.654033,-74.004711,POINT (-74.004711 40.654033)
